Brand;Name;Length (mm);Width (mm);Height (mm);Weight (g);Shape;Hump placement;Front flare;Side curvature;Hand compatibility;Thumb rest;Ring finger rest;Material;Connectivity;Sensor;Sensor technology;Sensor position;DPI;Polling rate;Tracking speed (IPS);Acceleration (G);Side buttons;Middle buttons
IFYOO;G03 (Long);123.7;66.0;40.0;79.0;Symmetrical;Back - minimal;Flat;Inward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;1
IFYOO;G03 (Short);115.8;66.0;40.0;79.0;Symmetrical;Back - moderate;Flat;Inward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;1
RAKK;Talan Air;124.8;63.1;40.0;72.0;Symmetrical;Back - minimal;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (54%);19000;1000;400;50;2;1
Zowie;FK1-B V2;129.0;67.0;37.0;84.0;Symmetrical;Outward - slight;Center;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (56%);3200;1000;250;50;2;0
RAKK;Talan;120.0;63.5;39.0;78.0;Symmetrical;Back - minimal;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3335;Optical;Front - minimal (53%);16000;1000;400;40;2;1
ThundeRobot;ML9 Mini;114.5;62.9;37.4;57.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950 Pro;Optical;-;30000;8000;750;50;2;0
ThundeRobot;ML9S;124.1;63.7;39.7;69.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950 Pro;Optical;Front - minimal (55%);30000;8000;750;50;2;0
Incott;G24 Pro;122.0;67.0;42.5;67.0;Ergonomic;Outward - slight;Center;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950ES-KING;Optical;Centered (49%);42000;8000;750;50;2;0
Incott;G24;122.0;67.0;42.5;67.0;Ergonomic;Outward - slight;Center;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (49%);32000;8000;650;50;2;0
Zowie;FK1-B;129.0;67.0;37.0;84.0;Symmetrical;Center;Outward - slight;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (56%);3200;1000;250;50;2;0
G-Wolves;HTR Pro 8K;92.0;57.0;33.0;24.0;Symmetrical;Flat;No;Inward - slight;Right;Back - aggressive;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;8000;650;50;2;0
Monka;M1 Pro Max;117.0;62.0;39.0;55.0;Symmetrical;Center;No;Outward - moderate;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;4000;650;50;2;0
Monka;M1 Pro;117.0;62.0;39.0;55.0;Symmetrical;Center;No;Outward - moderate;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;4000;650;50;2;0
Monka;M1;117.0;62.0;39.0;55.0;Symmetrical;Center;No;Outward - moderate;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;0
AJAZZ;M259;122.4;66.4;38.8;65.0;Ergonomic;Flat;No;Back - minimal;Right;No;Outward - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;0
Waizowl;OGM Pro V2;120.0;65.0;40.0;49.0;Hybrid;Center;No;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (55%);30000;8000;750;50;2;0
Razer;DeathAdder V3 HyperSpeed;122.2;64.8;41.3;55.0;Ergonomic;Center;Outward - slight;Inward;Right;No;No;Plastic;Wireless;Razer Focus X 26K;Optical;Front - minimal (55%);26000;8000;500;40;2;0
Keychron;Lemokey G1;116.8;59.5;39.4;55.0;Symmetrical;Center;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (54%);30000;8000;750;50;2;0
MSI;Clutch GM41;130.1;67.0;38.3;74.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3370;Optical;Centered (50%);20000;1000;400;50;2;0
Zowie;FK1+-B V2;129.0;69.0;39.0;86.0;Symmetrical;Center;Outward - slight;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (56%);3200;1000;250;50;2;0
Logitech;G703 Lightspeed;124.0;68.0;43.0;107.0;Ergonomic;Flat;No;Outward - moderate;Right;No;Back - moderate;Plastic;Wireless;Logitech HERO 25K;Optical;Front - minimal (55%);25600;1000;400;40;2;1
MCHOSE;G3 Ultra;116.5;62.9;38.2;64.0;Symmetrical;Flat;Inward - moderate;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;8000;650;50;2;1
MCHOSE;G3 Max;116.5;62.9;38.2;64.0;Symmetrical;Flat;Inward - moderate;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;8000;650;50;2;1
MCHOSE;G3 Pro;116.5;62.9;38.2;60.0;Symmetrical;Flat;Inward - moderate;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;1
MCHOSE;G3;116.5;62.9;38.2;64.0;Symmetrical;Flat;Inward - moderate;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3311;Optical;Front - minimal (53%);12000;1000;300;35;2;1
MCHOSE;G3 SE;116.5;62.9;38.2;60.0;Symmetrical;Flat;Inward - moderate;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3311;Optical;Front - minimal (53%);12000;1000;300;35;2;1
RAWM;SA-SL01 Pro;118.0;61.3;38.4;60.0;Symmetrical;Inward;No;Back - minimal;Right;No;Outward - moderate;Magnesium (metal);Wireless;PixArt PAW3950;Optical;Front - aggressive (60%);30000;4000;750;50;2;1
RAWM;SA-SL01;118.0;61.3;38.4;55.0;Symmetrical;Inward;No;Back - minimal;Right;No;Outward - moderate;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - aggressive (60%);26000;1000;650;50;2;1
RAKK;Tanaw;118.0;62.0;37.0;55.0;Symmetrical;Flat;Outward - slight;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;0
ASUS;ProArt MD300;118.0;72.0;42.0;109.0;Ergonomic;Flat;No;Back - minimal;Right;Yes;Flat;Plastic;Wireless;-;-;Front - minimal (53%);4200;1000;-;-;1;0
Rapoo;VT3 Pro Max;123.0;66.0;42.0;59.0;Ergonomic;Center;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (55%);30000;8000;750;50;2;1
Zowie;FK1+-B;129.0;69.0;39.0;86.0;Symmetrical;Center;Outward - slight;Inward;Right;No;No;Plastic;Wired;PixArt PMW3360;Optical;Front - moderate (56%);3200;1000;250;50;2;0
Rapoo;VT3 Pro;123.0;66.0;42.0;59.0;Ergonomic;Center;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3998;Optical;Front - minimal (55%);26000;8000;650;50;2;1
G-Wolves;HT-S2 8K;110.0;61.0;37.0;33.0;Symmetrical;Flat;Outward - slight;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - aggressive (60%);26000;8000;650;50;2;0
PMM;CRAZE 8K;121.9;64.1;40.4;33.0;Ergonomic;Center;Outward - slight;Inward;Right;No;No;Plastic;Wireless;Razer Focus Pro 30K;Optical;-;30000;8000;750;70;2;0
Kysona;M511;121.0;61.0;40.0;58.0;Ergonomic;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
Corsair;M55 RGB Pro;124.4;68.0;40.0;86.0;Symmetrical;Flat;No;Back - minimal;Ambidextrous;No;Flat;Plastic;Wired;PixArt PAW3327;Optical;Centered (50%);12400;1000;220;30;2;1
Nitrite Labs;Carbon XT1 Wireless;98.4;58.8;37.9;21.0;Symmetrical;Inward;Back - aggressive;Outward - moderate;Right;No;No;Carbon fiber composite;Wireless;PixArt PAW3395;Optical;-;26000;8000;650;50;2;0
Logitech;MX Master 3S;124.9;84.3;51.0;141.0;Ergonomic;Flat;No;Inward;Right;Yes;Back - moderate;Plastic;Wireless;Logitech Darkfield;Laser;Centered (48%);8000;125;-;-;3;1
Logitech;MX Master 3;124.9;84.3;51.0;142.0;Ergonomic;Flat;No;Inward;Right;Yes;Back - moderate;Plastic;Wireless;Logitech Darkfield;Laser;Centered (48%);4000;125;-;-;3;1
Logitech;MX Master 2S;126.0;85.7;48.4;150.0;Ergonomic;Inward - slight;No;Inward;Right;Yes;Back - moderate;Plastic;Wireless;Logitech Darkfield;Laser;Back - minimal (46%);4000;125;-;-;3;1
Logitech;MX Master;126.0;85.7;48.4;148.0;Ergonomic;Inward - slight;No;Inward;Right;Yes;Back - moderate;Plastic;Wireless;Logitech Darkfield;Laser;Back - minimal (46%);1600;125;-;-;3;1
Zowie;EC2-B V2;123.0;65.0;42.0;90.0;Ergonomic;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (53%);3200;1000;250;50;2;0
Darmoshark;N5;123.0;68.0;40.0;57.0;Ergonomic;Flat;Outward - slight;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;8000;650;50;2;0
Monka;M3 Pro;119.8;63.0;38.1;53.0;Symmetrical;Inward;Outward - slight;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;4000;650;50;2;0
Monka;M3;119.8;63.0;38.1;53.0;Symmetrical;Inward;Outward - slight;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
PMM;NEO 8K;119.2;61.4;38.5;29.0;Symmetrical;Inward;No;Back - minimal;Right;Outward - moderate;No;Plastic;Wireless;Razer Focus Pro 30K;Optical;-;30000;8000;750;70;2;0
Fantech;Helios II Pro S;120.0;64.0;38.3;55.0;Symmetrical;Inward;Outward - slight;No;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;8000;650;50;2;0
PMM;VORTEX 8K M;123.3;63.5;37.2;36.0;Symmetrical;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wireless;Razer Focus Pro 30K;Optical;-;30000;8000;750;70;2;0
PMM;VORTEX 8K S;116.9;60.0;36.2;35.0;Symmetrical;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wireless;Razer Focus Pro 30K;Optical;-;30000;8000;750;70;2;0
PMM;VORTEX M;123.3;63.5;37.2;52.0;Symmetrical;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wireless;Logitech HERO 12K;Optical;-;12000;1000;400;40;2;0
PMM;VORTEX S;116.9;60.0;36.2;50.0;Symmetrical;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wireless;Logitech HERO 12K;Optical;-;12000;1000;400;40;2;0
PMM;FUSE;123.0;62.3;40.6;50.0;Symmetrical;Inward;Back - aggressive;No;Right;No;Outward - slight;Plastic;Wireless;Logitech HERO 12K;Optical;-;12000;1000;400;40;2;0
Zowie;EC2-B;123.0;65.0;42.0;90.0;Ergonomic;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (53%);3200;1000;250;50;2;0
PMM;CORE;114.2;67.7;39.1;52.0;Symmetrical;Inward - aggressive;Inward - moderate;No;Right;No;Back - moderate;Plastic;Wireless;Logitech HERO 12K;Optical;-;12000;1000;400;40;2;0
PMM;BLAZE;116.1;63.5;38.3;51.0;Symmetrical;Flat;Inward - moderate;No;Right;No;Back - moderate;Plastic;Wireless;Logitech HERO 12K;Optical;-;12000;1000;400;40;2;0
Incott;G23 Pro;126.0;63.5;39.9;65.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3950ES-KING;Optical;Front - minimal (53%);45000;8000;750;50;2;1
Incott;G23;126.0;63.5;39.9;65.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);32000;1000;650;50;2;1
Teevolution;Aria XD7;113.5;65.0;38.3;59.0;Symmetrical;Inward;Inward - moderate;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
TenTen;Zero Gravity;119.0;63.0;40.0;28.0;Symmetrical;Inward;No;Outward - moderate;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3950;Optical;-;30000;8000;750;50;2;0
Keychron;M7;127.7;77.1;40.5;63.0;Ergonomic;Center;No;Flat;Right;Yes;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;1000;650;50;3;0
VAXEE;XE-S Wireless 4K;118.0;64.0;36.0;60.0;Symmetrical;Center;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Front - moderate (56%);3200;4000;750;50;2;1
Glorious;Model D 2 Wireless;127.0;67.0;43.0;66.0;Ergonomic;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wireless;Glorious BAMF 2.0;Optical;Centered (51%);26000;1000;650;50;2;1
Glorious;Model D 2 Wired;127.0;67.0;43.0;58.0;Ergonomic;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wired;Glorious BAMF 2.0;Optical;Centered (51%);26000;1000;650;50;2;1
Zowie;EC1-B V2;130.0;69.0;42.0;94.0;Ergonomic;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (55%);3200;1000;250;50;2;0
Nyfter;ELT 4K;120.0;64.0;37.2;52.0;Hybrid;Inward;No;Outward - moderate;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;4000;650;50;2;0
MACHENIKE;L7 Air;118.6;61.0;39.0;55.0;Symmetrical;Center;No;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;4000;650;50;2;0
Attack Shark;X11;128.0;64.0;40.0;63.0;Symmetrical;Flat;Outward - slight;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3311;Optical;Front - minimal (54%);22000;1000;300;35;2;0
Corsair;Glaive Pro;124.5;70.0;45.5;115.0;Ergonomic;Center;No;Flat;Right;Yes;Inward;Plastic;Wired;PixArt PMW3367;Optical;Centered (50%);18000;1000;250;50;2;2
Corsair;Glaive RGB;124.5;70.0;45.5;122.0;Ergonomic;Center;No;Flat;Right;Yes;Inward;Plastic;Wired;PixArt PMW3367;Optical;Centered (50%);16000;1000;250;50;2;2
PMM;NITE 8K;119.1;62.1;38.5;48.0;Symmetrical;Inward;No;Back - minimal;Right;Outward - moderate;No;Plastic;Wireless;Razer Focus Pro 30K;Optical;-;30000;8000;750;70;2;0
PMM;TITAN M;121.9;61.9;39.1;47.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;Logitech HERO 25K;Optical;-;25000;1000;400;40;2;0
PMM;TITAN S;115.3;58.5;37.0;53.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;Logitech HERO 12K;Optical;-;12000;1000;400;40;2;0
AJAZZ;AJ159APEX;118.1;63.1;37.7;56.0;Symmetrical;Flat;No;Inward;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3950 APEX;Optical;Front - moderate (56%);42000;8000;750;50;2;0
AJAZZ;AJ159 PRO;118.1;63.1;37.7;56.0;Symmetrical;Flat;No;Inward;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;8000;650;50;2;0
Zowie;EC1-B;130.0;69.0;42.0;94.0;Ergonomic;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (55%);3200;1000;250;50;2;0
AJAZZ;AJ159P;118.1;63.1;37.7;56.0;Symmetrical;Flat;No;Inward;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
AJAZZ;AJ159;118.1;63.1;37.7;56.0;Symmetrical;Flat;No;Inward;Right;No;Back - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
HyperX;Pulsefire Haste 2 Core Wireless;124.2;66.8;38.2;68.0;Symmetrical;Center;No;Flat;Right;No;Flat;Plastic;Wireless;HyperX Core;Optical;Front - minimal (54%);12000;1000;300;35;2;1
Nitrite Labs;Carbon XT1 Wired;98.4;58.8;37.9;19.0;Symmetrical;Inward;Back - aggressive;Outward - moderate;Right;No;No;Carbon fiber composite;Wired;PixArt PAW3395;Optical;-;26000;8000;650;50;2;0
IROK;HE3 PRO;120.0;61.9;38.9;54.0;Symmetrical;Inward;No;Back - minimal;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;4000;650;50;2;0
IROK;HE3;120.0;61.9;38.9;54.0;Symmetrical;Inward;No;Back - minimal;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;0
IROK;HE3 SE;120.0;61.9;38.9;54.0;Symmetrical;Inward;No;Back - minimal;Right;Outward - moderate;No;Plastic;Wireless;PixArt PMW3325;Optical;-;10000;1000;100;20;2;0
HyperX;Pulsefire Surge;120.2;62.9;40.7;100.0;Symmetrical;Flat;No;Outward - moderate;Right;No;Back - moderate;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (55%);16000;1000;400;50;2;1
Rapoo;VT1 Pro Max;119.0;62.0;38.0;59.0;Symmetrical;Center;No;Outward - moderate;Right;No;Flat;Plastic;Wireless;PixArt PAW3950;Optical;Centered (52%);30000;8000;750;50;2;2
Rapoo;VT1 Air Max;119.0;62.0;38.0;50.0;Symmetrical;Center;No;Outward - moderate;Right;No;Flat;Plastic;Wireless;PixArt PAW3950;Optical;Centered (52%);30000;8000;750;50;2;2
Glorious;Model O Pro;128.0;66.0;38.0;55.0;Symmetrical;Center;Outward - slight;Inward;Right;No;No;Plastic;Wireless;Glorious BAMF;Optical;Front - minimal (55%);19000;1000;400;50;2;1
Rapoo;VT1 Pro;119.0;62.0;38.0;59.0;Symmetrical;Center;No;Outward - moderate;Right;No;Flat;Plastic;Wireless;PixArt PAW3398;Optical;Centered (52%);26000;8000;650;50;2;2
Logitech;G304 Lightspeed;116.6;62.2;38.2;99.0;Symmetrical;Flat;Inward - moderate;No;Right;No;Back - moderate;Plastic;Wireless;Logitech HERO 12K;Optical;Centered (52%);12000;1000;400;40;2;1
Zowie;MiCO;98.0;58.0;35.0;68.0;Symmetrical;Flat;Inward - moderate;Back - minimal;Ambidextrous;No;No;Plastic;Wired;PixArt PAW3305DK;Optical;Centered (51%);1600;500;65;30;0;0
AJAZZ;AJ199 MC;118.0;61.6;38.6;53.0;Symmetrical;Inward;No;Back - minimal;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3338;Optical;Front - moderate (56%);16000;1000;400;40;2;0
Corsair;Nightsword RGB;129.0;86.0;43.0;119.0;Ergonomic;Center;No;Inward - slight;Right;Yes;Inward;Plastic;Wired;PixArt PMW3391;Optical;Centered (49%);18000;1000;400;40;3;2
Corsair;Scimitar Elite Wireless;119.0;76.0;42.0;108.0;Ergonomic;Flat;No;Back - minimal;Right;Yes;Flat;Plastic;Wireless;Corsair MARKSMAN 26K;Optical;Back - minimal (45%);26000;2000;650;50;12;1
Corsair;Scimitar RGB Elite;119.0;76.0;42.0;122.0;Ergonomic;Center;No;Flat;Right;Yes;Flat;Plastic;Wired;PixArt PMW3391;Optical;Front - minimal (53%);18000;1000;400;40;12;2
Corsair;Scimitar Pro RGB;119.0;76.0;42.0;147.0;Ergonomic;Center;No;Flat;Right;Yes;Flat;Plastic;Wired;PixArt PMW3367;Optical;Front - minimal (53%);16000;1000;250;50;12;2
Corsair;Scimitar RGB;119.0;76.0;42.0;147.0;Ergonomic;Center;No;Flat;Right;Yes;Flat;Plastic;Wired;Avago SDNS3988;Optical;Front - minimal (53%);12000;1000;-;-;12;2
Glorious;Series One Pro;118.5;62.0;38.0;50.0;Symmetrical;Inward;No;Back - minimal;Right;Outward - moderate;No;Plastic;Wireless;Glorious BAMF;Optical;Front - minimal (54%);19000;1000;400;50;2;1
Corsair;Sabre RGB Pro Wireless;128.2;69.0;42.4;79.0;Ergonomic;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;Corsair MARKSMAN 26K;Optical;Front - moderate (59%);26000;2000;650;50;2;0
Corsair;Sabre RGB Pro;128.2;69.0;42.4;74.0;Ergonomic;Center;Outward - slight;Flat;Right;No;No;Plastic;Wired;PixArt PAW3392;Optical;Front - moderate (59%);26000;8000;400;40;2;0
Corsair;Sabre Pro;128.2;69.0;42.4;69.0;Ergonomic;Center;Outward - slight;Flat;Right;No;No;Plastic;Wired;PixArt PAW3392;Optical;Front - moderate (59%);18000;8000;400;40;2;0
Attack Shark;R3;119.6;60.9;36.2;46.0;Symmetrical;Flat;No;Back - minimal;Right;Outward - moderate;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;8000;650;50;2;0
Logitech;G602;135.0;82.0;43.0;151.0;Ergonomic;Inward - slight;No;Back - minimal;Right;Yes;Inward;Plastic;Wireless;Avago Delta Zero;Optical;Centered (47%);2500;500;80;20;8;1
Logitech;M720 Triathlon;115.0;74.0;44.0;135.0;Ergonomic;Inward;Inward - moderate;Yes;Right;No;Back - moderate;Plastic;Wireless;-;-;Back - moderate (43%);1000;125;-;-;3;1
ATK;X1 Ultra;127.0;64.0;40.0;54.0;Symmetrical;Inward;Outward - slight;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3950 Ultra;Optical;Centered (51%);42000;8000;750;50;2;0
ATK;X1 Pro Max;127.0;64.0;40.0;54.0;Symmetrical;Inward;Outward - slight;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Centered (51%);36000;8000;750;50;2;0
ATK;X1 Pro;127.0;64.0;40.0;49.0;Symmetrical;Inward;Outward - slight;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PAW3950;Optical;Centered (51%);36000;8000;750;50;2;0
Corsair;Katar Elite Wireless;115.8;64.2;37.8;69.0;Symmetrical;Inward;Inward - moderate;Back - minimal;Right;No;No;Plastic;Wireless;Corsair MARKSMAN 26K;Optical;Front - minimal (55%);26000;1000;650;50;2;1
Glorious;Model D Wireless;128.0;67.0;42.0;69.0;Ergonomic;Center;No;Outward - moderate;Right;No;Inward;Plastic;Wireless;Glorious BAMF;Optical;Centered (52%);19000;1000;400;50;2;1
Corsair;Katar Pro Wireless;115.8;64.2;37.8;96.0;Symmetrical;Inward;Inward - moderate;Back - minimal;Right;No;No;Plastic;Wireless;PixArt PMW3325;Optical;Front - aggressive (60%);10000;1000;100;20;2;1
Corsair;Katar Pro XT;115.8;64.2;37.8;73.0;Symmetrical;Back - minimal;Inward - moderate;Inward;Right;No;No;Plastic;Wired;PixArt PMW3391;Optical;Front - minimal (55%);18000;1000;400;40;2;1
ATK;F1 Ultimate;118.2;62.4;38.8;38.0;Symmetrical;Back - minimal;No;Inward;Right;No;Outward - moderate;Plastic;Wireless;PixArt PAW3950 Ultra;Optical;Centered (51%);42000;8000;750;50;2;0
ATK;F1 Pro Max;118.2;62.4;38.8;50.0;Symmetrical;Back - minimal;No;Inward;Right;No;Outward - moderate;Plastic;Wireless;PixArt PAW3950;Optical;Centered (51%);36000;8000;750;50;2;0
ATK;F1 Pro;118.2;62.4;38.8;45.0;Symmetrical;Back - minimal;No;Inward;Right;No;Outward - moderate;Plastic;Wireless;PixArt PAW3950;Optical;Centered (51%);36000;8000;750;50;2;0
Pwnage;StormBreaker;122.0;64.0;42.0;50.0;Ergonomic;Outward - moderate;No;Inward;Right;No;Center;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Adjustable (48-62%);26000;4000;650;50;2;0
Razer;DeathAdder Elite;127.0;70.0;42.7;105.0;Ergonomic;Outward - aggressive;No;Inward;Right;No;Center;Plastic;Wired;Razer Razer 5G;Optical;Front - minimal (55%);16000;1000;450;50;2;2
Razer;DeathAdder Chroma;127.0;70.0;42.7;105.0;Ergonomic;Outward - aggressive;No;Inward;Right;No;Center;Plastic;Wired;Razer Razer 4G;Optical;Front - minimal (55%);10000;1000;200;50;2;0
Razer;DeathAdder Expert;127.0;70.0;42.7;105.0;Ergonomic;Outward - aggressive;No;Inward;Right;No;Center;Plastic;Wired;Razer Razer 4G;Optical;Front - minimal (55%);6400;1000;200;50;2;0
Razer;Atheris;99.7;62.8;34.1;66.0;Symmetrical;Back - moderate;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PMW3330;Optical;Centered (47%);7200;1000;150;30;2;1
Glorious;Model D;128.0;67.0;42.0;69.0;Ergonomic;Outward - moderate;No;Inward;Right;No;Center;Plastic;Wired;PixArt PMW3360;Optical;Centered (52%);12000;1000;250;50;2;1
Razer;Ouroboros;122.0;71.0;39.0;135.0;Symmetrical;Back - minimal;No;Inward - slight;Ambidextrous;Inward;Yes;Plastic;Wired;Razer Razer 4G;Optical;Centered (48%);8200;1000;200;50;2;2
PMM;TITAN 8K L;125.0;63.5;40.0;35.0;Symmetrical;Outward - slight;No;Flat;Right;No;Center;Plastic;Wireless;Razer Focus Pro 30K;Optical;-;30000;8000;750;70;2;0
PMM;CYBER 8K;78.7;59.7;30.3;24.0;Symmetrical;Back - moderate;No;Inward - slight;Ambidextrous;No;Flat;Plastic;Wireless;Razer Focus Pro 30K;Optical;-;30000;8000;750;70;0;0
PMM;AIM 8K;75.9;50.9;30.3;20.0;Symmetrical;Flat;No;Center;Right;No;Flat;Plastic;Wireless;Razer Focus Pro 30K;Optical;-;30000;8000;750;70;0;0
Alienware;Pro Wireless;124.5;63.5;40.6;60.0;Symmetrical;Center;No;Flat;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;8000;650;50;2;0
Alienware;AW620M;131.5;77.8;41.5;99.0;Ergonomic;Center;No;Flat;Right;Inward;Yes;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;1
Alienware;AW610M;132.0;78.7;44.0;120.0;Symmetrical;Center;No;Flat;Right;Inward;No;Plastic;Wireless;PixArt PMW3389;Optical;Front - minimal (54%);16000;1000;400;50;2;1
Alienware;AW720M;125.2;61.7;37.8;89.0;Symmetrical;Center;No;Inward;Ambidextrous;No;Outward - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
Alienware;AW320M;125.2;61.7;37.8;74.0;Symmetrical;Center;No;Inward;Right;No;Outward - moderate;Plastic;Wired;PixArt PAW3370;Optical;-;19000;1000;400;50;2;0
